代码,时间,开盘价,最高价,最低价,收盘价,成交量,成交额
00100,2011-04-11,4.8200,4.9200,4.6600,4.8600,61000,297240.00
00100,2011-04-12,4.8200,4.9200,4.8000,4.9200,42000,206400.00
00100,2011-04-13,4.8900,4.8900,4.8000,4.8000,30300,145625.00
00100,2011-04-14,4.9100,4.9200,4.7900,4.7900,52000,251170.00
00100,2011-04-15,4.9100,4.9100,4.7600,4.7900,29000,140420.00
00100,2011-04-18,4.7700,4.7700,4.7500,4.8000,18000,85810.00
00100,2011-04-19,4.7500,4.7500,4.7500,4.8000,20000,95000.00
00100,2011-04-20,4.7500,4.8000,4.7500,4.8000,5000,23820.00
00100,2011-04-21,4.9900,4.9900,4.7900,4.8000,2000,9780.00
00100,2011-04-26,4.9900,4.9900,4.8000,4.8000,26000,125560.00
00100,2011-04-27,4.9400,4.9400,4.8000,4.8000,17000,81740.00
00100,2011-04-28,4.8500,4.8500,4.5100,4.7000,3342629,15731205.00
00100,2011-04-29,4.7500,4.7500,4.7000,4.7500,2536000,12045000.00
00100,2011-05-03,4.6200,4.6200,4.6100,4.6000,1842000,8746120.00
00100,2011-05-04,4.6000,4.6000,4.6000,4.6500,3027000,14374200.00
00100,2011-05-05,4.6600,4.6600,4.6600,4.6600,1000,4660.00
00100,2011-05-06,4.6600,4.6600,4.6600,4.6600,10456000,49265910.00
00100,2011-05-11,4.7000,4.7000,4.7000,4.7000,1605000,7543500.00
00100,2011-05-16,4.6500,4.8000,4.6000,4.8000,23000,106250.00
00100,2011-05-17,4.7500,4.7500,4.7500,4.7500,33000,156750.00
00100,2011-05-18,4.7500,4.7500,4.7500,4.7500,386200,1834406.00
00100,2011-05-19,4.5900,4.6900,4.5900,4.6900,5000,23050.00
00100,2011-05-20,4.7000,4.7000,4.7000,4.7000,12000,56400.00
00100,2011-05-23,4.5500,4.5500,4.5500,4.5500,12000,54600.00
00100,2011-05-24,4.5300,4.5300,4.5300,4.5500,1007000,4581690.00
00100,2011-05-25,4.6000,4.6000,4.6000,4.6000,30000,138000.00
00100,2011-05-26,4.6000,4.6000,4.5000,4.5500,4000,18150.00
00100,2011-05-27,4.5000,4.5000,4.5000,4.5000,146000,657000.00
00100,2011-06-01,4.5000,4.5000,4.5000,4.5000,101000,454500.00
00100,2011-06-02,4.5000,4.5000,4.5000,4.5000,76000,342000.00
00100,2011-06-03,4.5000,4.5100,4.5000,4.5000,735000,3320200.00
00100,2011-06-07,4.5000,4.5000,4.5000,4.5000,318000,1431000.00
00100,2011-06-08,4.5000,4.5500,4.4700,4.4900,179000,808820.00
00100,2011-06-09,4.4900,4.4900,4.4900,4.4900,1000,4490.00
00100,2011-06-14,4.4000,4.5200,4.4000,4.5200,112000,493720.00
00100,2011-06-15,4.4000,4.5000,4.4000,4.4500,271200,1213932.00
00100,2011-06-16,4.4000,4.4100,4.2100,4.4000,32150,137663.00
00100,2011-06-20,4.3500,4.4000,4.3500,4.3500,143500,624700.00
00100,2011-06-23,4.3200,4.3500,4.3000,4.3000,231000,996950.00
00100,2011-06-27,4.2500,4.2500,4.2000,4.2000,3000,12650.00
00100,2011-06-28,4.3500,4.3500,4.3500,4.3500,6461000,28105350.00
00100,2011-06-29,4.3500,4.3800,4.3400,4.3800,65000,282290.00
00100,2011-07-04,4.3800,4.4000,4.3700,4.4000,390000,1709600.00
00100,2011-07-06,4.4000,4.5100,4.3700,4.3900,285000,1252930.00
00100,2011-07-07,4.3800,4.4500,4.3000,4.3500,187000,814840.00
00100,2011-07-08,4.3500,4.3500,4.3200,4.3200,5000,21630.00
00100,2011-07-11,4.2000,4.3000,4.2000,4.2300,57000,240330.00
00100,2011-07-12,4.0800,4.2200,4.0000,4.1600,656000,2741650.00
00100,2011-07-15,4.1000,4.1000,4.0100,4.0100,4000,16130.00
00100,2011-07-18,4.0100,4.0500,4.0000,4.0000,84000,338475.00
00100,2011-07-19,3.8800,4.0000,3.8800,3.9600,381000,1510660.00
00100,2011-07-21,3.8200,3.8600,3.6300,3.7000,150000,555970.00
00100,2011-07-22,3.8400,3.8400,3.7000,3.7100,924000,3461487.00
00100,2011-07-25,3.6000,3.7000,3.5200,3.7000,2759290,10033121.00
00100,2011-07-26,3.7000,3.7300,3.7000,3.7000,236000,873440.00
00100,2011-07-27,3.7000,3.7500,3.7000,3.7400,422592,1577551.00
00100,2011-07-28,3.6900,3.7800,3.6600,3.7600,835000,3146190.00
00100,2011-07-29,3.8000,3.8000,3.7400,3.7800,167000,628490.00
00100,2011-08-01,3.8500,3.8800,3.8500,3.8500,15000,57870.00
00100,2011-08-02,3.8500,3.8800,3.8300,3.8400,3602000,13867960.00
00100,2011-08-03,3.8000,3.9300,3.5200,3.7600,176000,660160.00
00100,2011-08-04,3.7000,3.9500,3.7000,3.9100,128790,498838.00
00100,2011-08-05,3.7500,3.8500,3.7500,3.8500,234000,890520.00
00100,2011-08-08,3.8100,3.8600,3.7800,3.9000,292000,1109210.00
00100,2011-08-09,3.8000,3.9000,3.8000,3.8600,55000,210450.00
00100,2011-08-10,3.9000,3.9000,3.9000,3.9000,2000,7800.00
00100,2011-08-11,3.9000,3.9000,3.6000,3.8500,30000,115250.00
00100,2011-08-12,3.8000,3.8700,3.7500,3.8700,411000,1574660.00
00100,2011-08-15,3.7800,3.9000,3.5500,3.7100,4428000,16697970.00
00100,2011-08-16,3.6500,3.6600,3.6500,3.6600,5000,18260.00
00100,2011-08-17,3.6000,3.6000,3.5800,3.6000,4862000,17611910.00
00100,2011-08-19,3.3000,3.5000,3.3000,3.5000,152000,531600.00
00100,2011-08-24,3.5400,3.6500,3.4000,3.4000,3598000,12591490.00
00100,2011-08-29,3.1500,3.5200,3.1500,3.3700,26000,86370.00
00100,2011-08-30,3.3600,3.3600,3.3000,3.3100,19000,62760.00
00100,2011-09-01,3.3000,3.3000,3.2000,3.3400,148000,487430.00
00100,2011-09-02,3.3400,3.3400,3.3400,3.3400,51100,168630.00
00100,2011-09-06,3.0100,3.1300,3.0000,3.1300,49000,147290.00
00100,2011-09-07,3.1500,3.1500,3.1000,3.1000,20000,62050.00
00100,2011-09-08,3.1100,3.1100,3.1100,3.1100,13000,40430.00
00100,2011-09-09,3.1100,3.1100,3.1100,3.1100,9310,28936.00
00100,2011-09-12,3.1000,3.1000,3.1000,3.1000,517360,1603798.00
00100,2011-09-14,3.1000,3.3400,3.1000,3.3400,635000,2000310.00
00100,2011-09-15,3.4000,3.4300,3.2900,3.3000,311000,1033100.00
00100,2011-09-16,3.3500,3.5000,3.3000,3.5000,168000,558050.00
00100,2011-09-19,3.3000,3.3000,3.2500,3.2500,363844,1196723.00
00100,2011-09-20,3.2000,3.2000,3.1100,3.1100,4000,12710.00
00100,2011-09-21,3.2000,3.2000,3.2000,3.2000,20000,64000.00
00100,2011-09-23,3.0100,3.6900,3.0100,3.5000,390000,1220130.00
00100,2011-09-26,3.6900,3.6900,3.4000,3.6700,22000,80540.00
00100,2011-09-27,3.5900,3.5900,3.5900,3.5900,898000,3223820.00
00100,2011-10-04,3.4700,3.4700,2.9500,2.9900,267000,800200.00
00100,2011-10-06,3.1000,3.1000,2.9900,3.0300,171000,519250.00
00100,2011-10-07,2.9800,3.0300,2.8900,3.0100,575156,1726283.00
00100,2011-10-11,3.0000,3.0000,2.8300,2.9000,41000,118650.00
00100,2011-10-12,3.0500,3.0500,3.0500,3.0500,2000,6100.00
00100,2011-10-13,2.9600,2.9800,2.9600,2.9800,23000,68140.00
00100,2011-10-14,3.0000,3.1000,2.9800,3.0400,7000,21340.00
00100,2011-10-18,3.0500,3.0500,2.9600,2.9600,54000,161850.00
00100,2011-10-19,2.9600,3.0000,2.9600,3.0000,163400,489970.00
00100,2011-10-21,3.0400,3.0400,3.0400,3.0400,2000,6080.00
00100,2011-10-24,3.0700,3.0700,3.0700,3.0700,1000,3070.00
00100,2011-10-25,2.8000,2.8700,2.8000,2.8700,6000,17010.00
00100,2011-10-26,2.8500,2.8500,2.7900,2.8500,27000,76530.00
00100,2011-10-27,2.8500,2.9800,2.8000,2.9800,1111000,3191940.00
00100,2011-10-28,2.9800,2.9800,2.9800,2.9800,100000,298000.00
00100,2011-10-31,2.9000,2.9000,2.9000,2.9800,19356,56157.00
00100,2011-11-01,2.9000,2.9100,2.9000,2.9000,93000,269730.00
00100,2011-11-02,2.8000,2.8900,2.8000,2.8900,19000,53810.00
00100,2011-11-04,2.9000,2.9000,2.9000,2.9000,12000,34800.00
00100,2011-11-07,2.9000,2.9000,2.9000,2.9100,3000,8700.00
00100,2011-11-08,3.0000,3.0400,3.0000,3.0000,329000,1000080.00
00100,2011-11-09,3.1000,3.1000,3.0000,3.0400,592000,1797020.00
00100,2011-11-10,3.0000,3.4600,3.0000,3.4400,38000,120410.00
00100,2011-11-11,3.1000,3.4000,3.1000,3.3800,6000,19220.00
00100,2011-11-15,3.2000,3.3900,3.2000,3.3900,7000,23540.00
00100,2011-11-16,3.2100,3.2100,3.0500,3.2100,24000,75860.00
00100,2011-11-17,3.1000,3.2200,3.1000,3.1100,13000,40430.00
00100,2011-11-18,3.0100,3.3100,2.8600,3.1500,2970000,8909960.00
00100,2011-11-22,3.0000,3.1000,3.0000,3.1000,24000,73670.00
00100,2011-11-23,3.0000,3.0000,2.9000,2.9900,98000,293780.00
00100,2011-11-24,3.1500,3.1500,3.1500,3.1500,1000,3150.00
00100,2011-11-28,2.9200,2.9200,2.9200,2.9300,10000,29200.00
00100,2011-11-29,2.9000,2.9000,2.8500,2.9000,144000,416340.00
00100,2011-11-30,2.9000,2.9000,2.8500,2.8500,94000,269350.00
00100,2011-12-01,2.8500,3.0100,2.8500,3.0000,557200,1665945.00
00100,2011-12-02,2.9000,2.9000,2.7600,2.8600,155360,445852.00
00100,2011-12-05,2.9000,2.9000,2.8600,2.8700,130000,374200.00
00100,2011-12-06,2.8000,2.8000,2.8000,2.8000,5000,14000.00
00100,2011-12-07,2.9900,3.1000,2.9900,3.0000,834900,2506095.00
00100,2011-12-08,3.0800,3.1000,2.9700,3.0500,18000,55200.00
00100,2011-12-09,2.9000,3.0600,2.9000,3.0300,19000,57040.00
00100,2011-12-12,3.0800,3.8900,3.0800,3.8200,382900,1382539.00
00100,2011-12-15,3.2000,3.2200,3.1000,3.1500,57000,180950.00
00100,2011-12-16,3.1500,3.1500,3.0000,3.1000,159500,496270.00
00100,2011-12-19,3.1000,3.1000,2.9500,3.0000,321900,978910.00
00100,2011-12-20,3.0000,3.0000,2.9500,3.0000,77000,228000.00
00100,2011-12-21,2.9500,2.9500,2.9500,3.0800,1000,2950.00
00100,2011-12-22,3.0000,3.0000,2.9500,2.9800,11000,32730.00
00100,2011-12-23,2.9500,3.0000,2.9500,3.0000,5000,14850.00
00100,2011-12-28,3.0000,3.0000,2.9000,3.0000,41000,122720.00
00100,2011-12-29,3.0000,3.0000,3.0000,3.0000,117250,351740.00
00100,2011-12-30,3.0000,3.0000,3.0000,3.0000,80000,240000.00
00100,2012-01-06,3.0000,3.0000,3.0000,3.0000,21000,63000.00
00100,2012-01-12,3.0500,3.0500,3.0500,3.0500,6000,18300.00
00100,2012-01-16,3.0000,3.0500,3.0000,3.0500,8000,24050.00
00100,2012-01-20,3.0000,3.0600,3.0000,3.0000,59000,179780.00
00100,2012-01-26,2.8500,3.0000,2.8500,3.0000,236000,707530.00
00100,2012-01-27,2.9400,3.2800,2.9400,3.2800,568000,1781700.00
00100,2012-02-01,3.3000,3.3000,3.2200,3.2200,125000,403460.00
00100,2012-02-02,3.1900,3.2000,3.1700,3.1700,7000,22260.00
00100,2012-02-06,3.1000,3.2200,3.0400,3.1700,981000,3092300.00
00100,2012-02-10,3.4000,3.6000,3.3200,3.6000,107000,372870.00
00100,2012-02-13,3.7000,3.7500,3.6000,3.7000,37000,136050.00
00100,2012-02-14,3.7500,3.8300,3.7000,3.8300,74000,279230.00
00100,2012-02-15,3.8300,3.9300,3.8000,3.9200,220000,856050.00
00100,2012-02-17,3.9800,4.0000,3.9800,4.0000,21000,83980.00
00100,2012-02-20,4.0000,4.0000,4.0000,4.0000,9000,36000.00
00100,2012-02-22,4.0000,4.0300,4.0000,4.0000,93000,372180.00
00100,2012-02-23,4.0000,4.0300,4.0000,4.0000,84000,337390.00
00100,2012-02-24,4.0000,4.0000,4.0000,4.0000,105000,420000.00
00100,2012-02-27,4.0000,4.0190,4.0000,4.1000,125000,500100.00
00100,2012-02-28,4.1500,4.3500,4.1500,4.1600,11000,46260.00
00100,2012-02-29,4.0000,4.0000,3.9900,4.0000,370000,1479930.00
00100,2012-03-01,4.0000,4.0000,4.0000,4.0000,6000,24000.00
00100,2012-03-06,4.0500,4.0500,4.0500,4.0500,23000,93150.00
00100,2012-03-07,4.0190,4.0190,4.0190,4.0190,15000,60300.00
00100,2012-03-08,4.0190,4.0190,4.0190,4.0500,4209000,16920180.00
00100,2012-03-12,4.0500,4.0500,4.0500,4.0500,2000,8100.00
00100,2012-03-13,4.0500,4.3800,4.0500,4.3800,103000,418140.00
00100,2012-03-14,4.3000,4.5300,4.3000,4.5300,112000,484780.00
00100,2012-03-15,4.3100,4.5900,4.3100,4.6000,135000,605980.00
00100,2012-03-16,4.6000,4.8000,4.5800,4.6000,121000,557730.00
00100,2012-03-19,4.6000,4.6000,4.6000,4.6000,103000,475400.00
00100,2012-03-20,4.5900,4.6000,4.5800,4.6000,194000,892230.00
00100,2012-03-21,4.6000,4.6800,4.6000,4.6200,538000,2475535.00
00100,2012-03-22,4.6200,4.6500,4.6200,4.6300,209000,965340.00
00100,2012-03-23,4.6000,4.6000,4.6000,4.6000,637000,2946970.00
00100,2012-03-26,4.6500,4.6500,4.6500,4.6500,18000,83700.00
00100,2012-03-27,4.6300,4.6500,4.6300,4.6500,255640,1188706.00
00100,2012-03-28,4.6500,4.6800,4.6500,4.6800,6000,27930.00
00100,2012-03-29,4.7300,4.8000,4.7300,4.7900,64000,304950.00
00100,2012-03-30,4.7800,4.7800,4.7800,4.7800,308000,1472240.00
00100,2012-04-02,4.7700,4.7800,4.7700,4.7800,200000,955700.00
00100,2012-04-03,4.7800,4.7800,4.7800,4.7800,21000,100380.00
00100,2012-04-05,4.7800,4.9000,4.7800,4.8300,661000,3192580.00
00100,2012-04-10,4.8200,4.8300,4.8200,4.8300,382000,1844710.00
00100,2012-04-11,4.8300,4.8300,4.8300,4.8300,259000,1250970.00
00100,2012-04-12,4.8200,4.8300,4.8200,4.8300,304000,1461420.00
00100,2012-04-13,4.8300,4.8300,4.8100,4.8300,584000,2820320.00
00100,2012-04-16,4.8300,4.8300,4.8300,4.8300,16000,77040.00
00100,2012-04-17,4.7300,4.7300,4.7300,4.7300,2000,9460.00
00100,2012-04-24,4.7300,4.7500,4.7300,4.7300,222125,1051345.00
00100,2012-04-25,4.7300,4.7300,4.7300,4.7300,37000,175410.00
00100,2012-05-02,4.7300,4.7300,4.7300,4.7300,43000,203390.00
00100,2012-05-03,4.7800,4.7800,4.7800,4.7800,5000,23900.00
00100,2012-05-04,4.7300,4.7300,4.7300,4.7300,15000,70950.00
00100,2012-05-07,4.7000,4.7000,4.7000,4.7000,32000,150400.00
00100,2012-05-09,4.5000,4.5000,4.5000,4.5000,39000,175500.00
00100,2012-05-10,4.5000,4.5000,4.5000,4.5000,22540,101376.00
00100,2012-05-14,4.5000,4.5000,4.5000,4.5100,18000,81000.00
00100,2012-05-15,4.5000,4.5100,4.5000,4.5000,67000,301540.00
00100,2012-05-16,4.5000,4.5000,4.5000,4.5000,247000,1103850.00
00100,2012-05-17,4.5000,4.5000,4.5000,4.5000,286000,1278134.00
00100,2012-05-22,4.4000,4.4000,4.4000,4.4000,476000,2094400.00
00100,2012-05-23,4.2500,4.2500,4.2500,4.2500,3000,12750.00
00100,2012-05-24,4.0000,4.0000,4.0000,4.0000,4000,16000.00
00100,2012-05-30,4.0000,4.0000,3.9400,3.9700,152450,609656.00
00100,2012-05-31,4.0000,4.0500,4.0000,4.0500,65000,260900.00
00100,2012-06-01,4.0400,4.0400,4.0190,4.1000,510410,2056701.00
00100,2012-06-04,4.1400,4.1400,4.1400,4.1400,6000,24840.00
00100,2012-06-06,4.1000,4.1000,4.0900,4.1000,92000,376640.00
00100,2012-06-07,4.1000,4.1000,4.1000,4.1000,67000,274700.00
00100,2012-06-08,4.1000,4.1000,4.1000,4.1000,131000,537100.00
00100,2012-06-15,4.1000,4.1000,4.1000,4.1000,5000,20500.00
00100,2012-06-22,4.1000,4.1000,4.1000,4.1000,128000,524800.00
00100,2012-06-26,3.9000,4.0500,3.9000,4.0000,8000,32010.00
00100,2012-06-27,4.0000,4.0000,4.0000,4.0000,89000,356000.00
00100,2012-06-28,4.0000,4.0000,4.0000,4.0000,13000,52000.00
00100,2012-06-29,4.0000,4.0000,4.0000,4.0000,10000,40000.00
00100,2012-07-03,4.0000,4.0000,4.0000,4.0000,1671,6650.00
00100,2012-07-04,4.1000,4.1800,4.1000,4.1800,12000,49360.00
00100,2012-07-05,4.1800,4.1800,4.1800,4.1800,2000,8360.00
00100,2012-07-09,4.2100,4.2100,4.2100,4.2100,10000,42100.00
00100,2012-07-11,4.2100,4.2100,4.2100,4.2100,21000,88410.00
00100,2012-07-12,4.2000,4.2100,4.2000,4.2100,30000,126240.00
00100,2012-07-13,4.2000,4.2000,4.2000,4.2000,12000,50400.00
00100,2012-07-16,4.4000,4.4500,4.4000,4.4500,1178000,5219600.00
00100,2012-07-17,4.4000,4.4000,4.2000,4.3000,649000,2883890.00
00100,2012-07-18,4.3000,4.3000,4.3000,4.3000,23000,98900.00
00100,2012-07-19,4.2700,4.4000,4.2700,4.4000,17000,73320.00
00100,2012-07-20,4.4500,4.4500,4.4100,4.4500,129000,571970.00
00100,2012-07-23,4.4000,4.4000,4.4000,4.4200,7000,30800.00
00100,2012-07-24,4.4500,4.4500,4.4500,4.4500,23000,102350.00
00100,2012-07-25,4.4000,4.4000,4.3000,4.3000,46900,206274.00
00100,2012-07-26,4.3000,4.3000,4.3000,4.3000,34000,146200.00
00100,2012-07-30,4.3000,4.3000,4.3000,4.3100,4000,17200.00
00100,2012-07-31,4.3100,4.5000,4.3000,4.5000,36000,155450.00
00100,2012-08-01,4.3100,4.3100,4.3000,4.3000,18000,77450.00
00100,2012-08-03,4.3000,4.3100,4.3000,4.3000,77000,331150.00
00100,2012-08-06,4.2200,4.3200,3.9000,4.3000,110290,468778.00
00100,2012-08-07,4.3000,4.3000,4.2000,4.3000,405918,1744866.00
00100,2012-08-09,4.3000,4.3000,4.2500,4.2500,318000,1364450.00
00100,2012-08-10,4.3000,4.3000,4.2500,4.2500,231000,990100.00
00100,2012-08-13,4.2500,4.3100,4.2500,4.2500,243000,1053210.00
00100,2012-08-14,4.2200,4.2200,4.2200,4.2200,131000,552820.00
00100,2012-08-15,4.2400,4.2500,4.2400,4.2400,1032000,4385210.00
00100,2012-08-16,4.2200,4.2200,4.2200,4.2200,5000,21100.00
00100,2012-08-20,4.2000,4.2000,4.2000,4.2000,6000,25280.00
00100,2012-08-22,4.2000,4.2500,4.2000,4.2500,324000,1372650.00
00100,2012-08-24,4.2500,4.2500,4.2500,4.2500,160000,680000.00
00100,2012-08-27,4.2500,4.2500,4.2000,4.2000,71000,301130.00
00100,2012-08-28,4.2000,4.2000,4.1800,4.1800,132000,553500.00
00100,2012-08-29,4.1700,4.2500,4.0000,4.2500,109950,456803.00
00100,2012-08-31,4.2200,4.2200,4.2200,4.2200,1000,4220.00
00100,2012-09-03,4.1400,4.1400,4.1400,4.1400,8000,33120.00
00100,2012-09-04,4.1500,4.2000,4.1500,4.1500,465000,1937250.00
00100,2012-09-05,4.1500,4.1500,4.1500,4.1500,71000,294650.00
00100,2012-09-07,4.0190,4.0190,4.0100,4.0190,11000,44190.00
00100,2012-09-10,4.0190,4.0400,3.8200,4.0190,138000,551970.00
00100,2012-09-11,4.0190,4.1500,4.0190,4.1500,34000,136940.00
00100,2012-09-13,4.1000,4.1000,4.0190,4.1000,13000,53060.00
00100,2012-09-17,4.0500,4.0500,4.0500,4.1000,2000,8100.00
00100,2012-09-20,4.0500,4.0500,3.8500,3.8500,270000,1089360.00
00100,2012-09-21,3.8500,4.1000,3.8500,4.1000,79000,312720.00
00100,2012-09-26,4.1000,4.1000,4.1000,4.1000,14000,57400.00
00100,2012-09-27,4.1500,4.1500,4.1500,4.1500,184000,763600.00
00100,2012-09-28,4.1500,4.1500,4.1500,4.1500,78000,323700.00
00100,2012-10-04,4.1000,4.1500,4.0590,4.1000,291000,1203710.00
00100,2012-10-05,4.1500,4.2500,4.1000,4.1500,163000,675510.00
00100,2012-10-08,4.1000,4.1500,4.1000,4.1500,244000,1012350.00
00100,2012-10-09,4.2000,4.2000,4.1500,4.1500,43500,182200.00
00100,2012-10-11,4.1500,4.2000,4.1500,4.2000,337000,1412030.00
00100,2012-10-12,4.1500,4.2600,4.1500,4.2000,189000,791710.00
00100,2012-10-16,4.2000,4.2000,4.2000,4.2000,45000,189000.00
00100,2012-10-18,4.2000,4.2500,4.1600,4.2000,1138000,4779360.00
00100,2012-10-19,4.2000,4.2000,4.1500,4.1800,698000,2923640.00
00100,2012-10-22,4.1600,4.1600,4.1600,4.1600,5000,20800.00
00100,2012-10-24,4.1600,4.2000,4.1600,4.2000,100000,419960.00
00100,2012-10-25,4.1800,4.2000,4.0500,4.0500,591000,2424080.00
00100,2012-10-26,4.1200,4.1200,4.0800,4.0800,11000,44920.00
00100,2012-10-29,4.1000,4.1000,4.1000,4.1000,9000,36900.00
00100,2012-10-30,4.1000,4.1000,4.0000,4.0000,333000,1345200.00
00100,2012-10-31,3.9500,4.0000,3.9500,4.0000,138000,550000.00
00100,2012-11-01,4.0000,4.0000,4.0000,4.0000,250000,1000000.00
00100,2012-11-02,4.0000,4.0000,4.0000,4.0000,508000,2032000.00
00100,2012-11-05,4.1000,4.1000,4.0000,4.0000,46000,186600.00
00100,2012-11-08,3.9000,3.9000,3.8800,3.9000,202000,787670.00
00100,2012-11-09,3.9000,3.9000,3.9000,3.9000,50000,195000.00
00100,2012-11-12,3.9200,4.0000,3.9000,4.0000,83000,325240.00
00100,2012-11-14,3.9000,3.9000,3.9000,3.9000,24000,93600.00
00100,2012-11-15,3.9000,3.9000,3.8500,3.8500,70000,270980.00
00100,2012-11-16,3.8500,3.8500,3.8500,3.8500,3000,11550.00
00100,2012-11-20,3.8800,3.8800,3.8800,3.8800,4000,15520.00
00100,2012-11-21,3.9000,3.9200,3.9000,3.9200,177000,690980.00
00100,2012-11-22,3.9000,4.0000,3.9000,4.0000,93000,367230.00
00100,2012-11-23,4.0000,4.0000,4.0000,4.0000,10834,42253.00
00100,2012-11-28,4.1500,4.1500,4.1500,4.1500,8000,33200.00
00100,2012-11-29,4.0100,4.0100,3.9000,3.9000,395000,1546250.00
00100,2012-11-30,3.9000,3.9400,3.9000,3.9400,5550,21663.00
00100,2012-12-06,4.0000,4.0000,4.0000,4.0000,441000,1764000.00
00100,2012-12-07,4.0000,4.0000,4.0000,4.0000,5000,20000.00
00100,2012-12-10,4.0000,4.0500,4.0000,4.0500,157000,628500.00
00100,2012-12-12,4.1500,4.1500,4.1500,4.1500,2000,8300.00
00100,2012-12-13,4.0190,4.0190,4.0000,4.0000,656000,2624830.00
00100,2012-12-14,4.0100,4.0190,4.0000,4.0500,1088000,4352220.00
00100,2012-12-18,4.0300,4.0500,3.9800,4.0000,2894868,11580091.00
00100,2012-12-19,4.0000,4.0400,4.0000,4.0100,133000,532440.00
00100,2012-12-20,4.0000,4.0300,4.0000,4.0300,14000,56030.00
00100,2012-12-27,4.1800,4.5000,4.1800,4.5000,28000,120360.00
00100,2012-12-28,4.5000,4.5000,4.1000,4.1600,79000,352200.00
00100,2013-01-02,4.1600,4.1600,4.1600,4.2800,3000,12480.00
00100,2013-01-03,4.2800,4.2800,4.2800,4.2800,5000,21400.00
00100,2013-01-04,4.2600,4.3000,4.2600,4.3000,514326,2193069.00
00100,2013-01-09,4.3000,4.3000,4.3000,4.3100,8000,34400.00
00100,2013-01-10,4.3500,4.4300,4.3000,4.5000,93000,405350.00
00100,2013-01-11,4.6000,4.7000,4.5000,4.5000,76000,343760.00
00100,2013-01-15,4.5000,4.5000,4.5000,4.5000,93000,418500.00
00100,2013-01-16,4.5000,4.5000,4.5000,4.5000,9000,40500.00
00100,2013-01-17,4.7000,4.7000,4.6500,4.7000,26000,121550.00
00100,2013-01-18,4.7000,4.7000,4.7000,4.7000,3000,14100.00
00100,2013-01-21,4.7000,4.7000,4.7000,4.7000,127000,596000.00
00100,2013-01-22,4.7000,4.7900,4.7000,4.7900,459000,2174950.00
00100,2013-01-23,4.7500,4.7900,4.7500,4.7900,121000,575630.00
00100,2013-01-25,4.8800,4.8800,4.8800,4.8800,1000,4880.00
00100,2013-01-29,4.9500,4.9500,4.9500,4.9500,178000,868780.00
00100,2013-01-30,5.0800,5.1000,5.0200,5.0200,24000,122060.00
00100,2013-01-31,5.1000,5.1000,5.1000,5.1000,332000,1693200.00
00100,2013-02-01,5.1000,5.4000,5.1000,5.3000,3312000,17269260.00
00100,2013-02-04,5.2500,5.8000,5.2500,5.7000,227500,1278755.00
00100,2013-02-05,5.7800,5.7800,5.7500,5.7800,361000,2093490.00
00100,2013-02-06,5.8000,5.8000,5.7800,5.8000,420000,2435820.00
00100,2013-02-07,5.8000,5.8000,5.8000,5.8000,3735000,21661733.00
00100,2013-02-08,5.8000,5.8000,5.8000,5.8000,451000,2615800.00
00100,2013-02-14,5.8000,5.8200,5.8000,5.8000,863000,5005460.00
00100,2013-02-19,5.7000,5.7000,5.7000,5.7000,2000,11400.00
00100,2013-02-20,5.7500,5.7500,5.7300,5.7300,70300,404005.00
00100,2013-02-21,5.7000,5.7000,5.7000,5.7000,21000,119730.00
00100,2013-02-22,5.7000,5.7100,5.6500,5.6500,187000,1063910.00
00100,2013-02-25,5.7000,5.7000,5.7000,5.7000,597000,3402950.00
00100,2013-02-26,5.7000,5.8000,5.6600,5.6600,301000,1715760.00
00100,2013-02-27,5.6600,5.8000,5.6600,5.8000,12000,68060.00
00100,2013-02-28,5.7500,5.7500,5.7500,5.7500,360000,2088000.00
00100,2013-03-01,5.7500,5.7600,5.7500,5.7500,505000,2903760.00
00100,2013-03-04,5.7000,5.7500,5.7000,5.7500,629000,3616700.00
00100,2013-03-05,5.8000,5.8000,5.6500,5.7500,539000,3098080.00
00100,2013-03-06,5.7500,5.7600,5.6500,5.7500,186000,1067970.00
00100,2013-03-07,5.7500,5.7500,5.7500,5.7500,1000,5750.00
00100,2013-03-11,5.6500,5.6500,5.6500,5.6500,73000,412450.00
00100,2013-03-12,5.6100,5.6100,5.6000,5.6000,6000,33610.00
00100,2013-03-13,5.5500,5.6300,5.5500,5.6000,330000,1846410.00
00100,2013-03-14,5.6000,5.6000,5.5500,5.5500,71000,394200.00
00100,2013-03-15,5.5900,5.6000,5.5000,5.5000,146000,816570.00
00100,2013-03-18,5.5000,5.5100,5.4000,5.5100,159500,876665.00
00100,2013-03-19,5.5000,5.5000,5.5000,5.5000,212000,1166150.00
00100,2013-03-22,5.5000,5.5000,5.4700,5.5000,114000,626730.00
00100,2013-03-25,5.5000,5.5000,5.4000,5.4000,113000,620200.00
00100,2013-03-26,5.4000,5.4000,5.3500,5.3500,167000,901750.00
00100,2013-03-27,5.3600,5.4000,5.3000,5.3400,551000,2946220.00
00100,2013-03-28,5.3500,5.3500,5.3200,5.3500,187000,999880.00
00100,2013-04-02,5.3500,5.3700,5.2500,5.2500,638000,3401730.00
00100,2013-04-03,5.2800,5.5900,5.2500,5.5900,83000,439420.00
00100,2013-04-05,5.2500,5.3100,5.2500,5.3100,84000,443830.00
00100,2013-04-08,5.2500,5.5500,5.2400,5.4100,684000,3593110.00
